Ob,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
3958,CERTIFIED,3/3/2017,3/9/2017,H-1B,9/1/2017,8/31/2020,"SIGHTPATH MEDICAL, LLC",,5775 W. OLD SHAKOPEE ROAD,BLOOMINGTON,MN,55437,UNITED STATES OF AMERICA,,9523455527,,Y,"FARRELL, ROBERTA",KANSAS CITY,MO,MOBILE FEMTOSECOND LASER ENGINEER,17-2071,ELECTRICAL ENGINEERS,532490,1,1,0,0,0,0,0,Y,48298,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,66950,0,Year,N,N,,,NA,ALBUQUERQUE,BERNALILLO,NM,87108,
3959,CERTIFIED,7/26/2017,8/1/2017,H-1B,8/2/2017,8/1/2020,L&T TECHNOLOGY SERVICES LIMITED,,2035 LINCOLN HIGHWAY,EDISON,NJ,8817,,,,,,",",,,DESIGN ENGINEER,27-1021,COMMERCIAL AND INDUSTRIAL DESIGNERS,541330,1,0,0,0,0,0,1,Y,43534,Year,,OES,2017,OFLC ONLINE DATA CENTER,60000,70000,Year,Y,N,Y,,NA,ROSEAU,ROSEAU,MN,56751,
3960,CERTIFIED,8/18/2017,8/24/2017,H-1B,8/21/2017,7/31/2019,EDVENSOFT SOLUTIONS LLC,,1333 CORPORATE DR,IRVING,TX,75038,,,,,,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,0,1,0,0,0,Y,78624,Year,,Other,2017,OFLC ONLINE DATA CENTER,78660,0,Year,Y,N,Y,,NA,MINNEAPOLIS,HENNEPIN,MN,55423,
3961,CERTIFIED,3/22/2017,3/28/2017,H-1B,9/20/2017,9/18/2020,IBM CORPORATION,,3039 E CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9195430571,,N,",",,,APPLICATION ARCHITECT,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,1,0,0,0,0,0,Y,83304,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,158096.4,0,Year,N,N,,Y,NA,ARLINGTON,ARLINGTON,VT,22202,
3962,CERTIFIED,3/14/2017,3/20/2017,H-1B,9/6/2017,9/5/2020,"PRIMARY DATA, INC.",,4300 EL CAMINO REAL,LOS ALTOS,CA,94022,UNITED STATES OF AMERICA,,6504722922,,Y,"SELA, MICHAEL",SAN FRANCISCO,CA,DEVELOPMENT OPERATIONS ENGINEER,15-2031,OPERATIONS RESEARCH ANALYSTS,54151,1,1,0,0,0,0,0,Y,95035,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,,,NA,LOS ALTOS,SANTA CLARA,CA,94022,
3963,CERTIFIED,12/2/2016,12/8/2016,H-1B,1/16/2017,1/15/2020,"GENERAL MOTORS FINANCIAL COMPANY, INC.",,801 CHERRY STREET,FORT WORTH,TX,76102,UNITED STATES OF AMERICA,,8173028307,,Y,"MURPHY, MAGGIE",AUSTIN,TX,DATA ARCHITECT II,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",522320,1,0,0,0,0,1,0,Y,121971,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,140000,150000,Year,N,N,,Y,NA,ARLINGTON,TARRANT,TX,76014,
3964,CERTIFIED,3/24/2017,3/30/2017,H-1B,9/23/2017,9/22/2020,"PYRAMID TECHNOLOGY SOLUTIONS, INC",,9535 E 59TH STREET,INDIANAPOLIS,IN,46216,UNITED STATES OF AMERICA,,3172809900,,N,",",,,JAVA DEVELOPER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541511,1,1,0,0,0,0,0,Y,65083,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,65083,0,Year,Y,N,Y,Y,NA,INDIANAPOLIS,MARION,IN,46216,
3965,CERTIFIED,3/30/2017,4/5/2017,H-1B,9/2/2017,9/2/2020,EPIPHOTONICS CORP.,,832 JURY COURT,SAN JOSE,CA,95112,UNITED STATES OF AMERICA,,4089207019,,Y,"MORGAN, BETSY",CHICAGO,IL,THIN FILM ENGINEER,19-2032,MATERIALS SCIENTISTS,334413,1,0,1,0,0,0,0,Y,78770,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,78770,0,Year,N,N,,,NA,SAN JOSE,SANTA CLARA,CA,95112,
3966,CERTIFIED,2/3/2017,2/9/2017,H-1B,2/10/2017,2/9/2020,"UBER TECHNOLOGIES, INC.",,1455 MARKET STREET,SAN FRANCISCO,CA,94103,UNITED STATES OF AMERICA,,4158052550,,Y,"KHOL, KATHY",SAN FRANCISCO,CA,FINANCIAL TECHNOLOGY ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,1,0,Y,96013,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,96013,115000,Year,N,N,,Y,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94103,
3967,CERTIFIED,1/25/2017,1/31/2017,H-1B,7/27/2017,7/26/2020,ALLEGIANT TRAVEL COMPANY,,1201 N TOWN CENTER DRIVE,LAS VEGAS,NV,89144,UNITED STATES OF AMERICA,,702.830.88,,Y,"HELLRUNG, MATTHEW",CHICAGO,IL,"ANALYST, BUSINESS INTEL","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,48111,1,1,0,0,0,0,0,Y,42245,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,62000,62000,Year,N,N,,Y,NA,LAS VEGAS,CLARK,NV,89144,
3968,CERTIFIED,3/1/2017,3/7/2017,H-1B,8/28/2017,8/28/2020,"APPLIED HIGH VOLTAGE, LLC",,403 NEW KARNER ROAD,ALBANY,NY,12205,UNITED STATES OF AMERICA,,5187134414,,Y,"AHMED, FARHAT",NORTH POTOMAC,MD,PROJECT ENGINEER,17-2071,ELECTRICAL ENGINEERS,541330,1,0,1,0,0,0,0,Y,71094,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,87100,0,Year,N,N,,,NA,FREDERICK,FREDERICK COUNTY,MD,21704,
3969,CERTIFIED,3/21/2017,3/27/2017,H-1B,9/18/2017,9/17/2020,ILOGIC INC,,100 HORIZON BLVD,HAMILTON,NJ,8691,UNITED STATES OF AMERICA,,6092285701,101,N,",",,,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,3,3,0,0,0,0,0,Y,57907,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,63300,0,Year,Y,N,Y,,NA,CATONSVILLE,BALTIMORE,MD,21228,
3970,CERTIFIED,3/20/2017,3/27/2017,H-1B,8/28/2017,8/27/2020,"INTRALINKS, INC.",,150 EAST 42ND STREET,NEW YORK,NY,10017,UNITED STATES OF AMERICA,,6175745453,,Y,"MATRICIAN, MIKI",BOSTON,MA,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,108032,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,109000,138000,Year,N,N,,,NA,WALTHAM,MIDDLESEX,MA,2451,
3971,CERTIFIED,8/2/2017,8/8/2017,H-1B,8/10/2017,8/10/2020,COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,,211 QUALITY CIRCLE,COLLEGE STATION,TX,77845,,,,,,",",,,MANAGER JC50,15-1121,COMPUTER SYSTEMS ANALYST,541512,30,6,9,0,0,6,9,Y,77126,Year,,OES,2017,OFLC ONLINE DATA CENTER,77126,0,Year,Y,N,Y,,NA,TUCSON,PIMA,AZ,85711,
3972,CERTIFIED,8/8/2017,8/14/2017,H-1B,1/10/2018,1/9/2021,STATE STREET BANK & TRUST COMPANY,,STATE STREET FINANCIAL CENTER,BOSTON,MA,2111,,,,,,",",,,SYSTEMS CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522110,1,0,1,0,0,0,0,Y,127920,Year,,OES,2017,OFLC ONLINE DATA CENTER,127920,140000,Year,N,N,,,NA,NORTH QUINCY,NORFOLK,MA,2171,
3973,CERTIFIED,11/21/2016,11/28/2016,H-1B,11/28/2016,11/27/2019,"CAPITAL ONE, NATIONAL ASSOCIATION",,15000 CAPITAL ONE DRIVE,RICHMOND,VA,23238,UNITED STATES OF AMERICA,,8042841000,,Y,"EISENSTADT, MICHAEL",ATLANTA,GA,SENIOR BUSINESS ANALYST,19-3011,ECONOMISTS,522110,1,0,0,0,0,0,1,Y,81078,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,82000,99900,Year,N,N,,,NA,GLEN ALLEN,HENRICO,VA,23030,
3974,CERTIFIED,2/16/2017,2/23/2017,H-1B,5/4/2017,11/7/2019,SOUTH END COMMUNITY HEALTH CENTER,,1601 WASHINGTON STREET,BOSTON,MA,2118,UNITED STATES OF AMERICA,,6174252000,,Y,"RICCIO, LAURIE",BOSTON,MA,DENTIST,29-1021,"DENTISTS, GENERAL",621111,1,0,1,0,0,0,0,Y,85010,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,112000,0,Year,N,N,,Y,NA,BOSTON,SUFFOLK,MA,2115,
3975,CERTIFIED,1/6/2016,8/10/2017,H-1B,5/24/2016,5/23/2019,"V-SOFT CONSULTING GROUP, INC",,2115 STANLEY GAULT PARKWAY,LOUISVILLE,KY,40223,,,,,,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,1,0,0,0,0,Y,76981,Year,,Other,2015,OFLC ONLINE DATA CENTER,96000,0,Year,Y,N,N,Y,NA,MADISON,DANE COUNTY,WI,53713,1/12/2016
3976,CERTIFIED,6/27/2017,7/3/2017,H-1B,12/26/2017,12/23/2020,INFOSYS LIMITED,,6100 TENNYSON PARKWAY,PLANO,TX,75024,,,,,,",",,,TECHNOLOGY LEAD - US,15-1121,COMPUTER SYSTEMS ANALYST,541511,1,0,1,0,0,0,0,Y,94619,Year,,OES,2016,OFLC ONLINE DATA CENTER,95761,0,Year,Y,N,Y,,NA,SUNNYVALE,SANTA CLARA,CA,94085,
3977,CERTIFIED,2/28/2017,3/6/2017,H-1B,2/28/2017,2/27/2020,SYNTEL CONSULTING INC.,,525 EAST BIG BEAVER ROAD,TROY,MI,48083,UNITED STATES OF AMERICA,,2486193580,,N,",",,,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,0,1,Y,51813,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,61000,0,Year,Y,N,Y,Y,NA,DE PERE,BROWN,WI,54115,
3978,CERTIFIED,1/17/2017,1/23/2017,H-1B,7/8/2017,1/3/2019,CARNEGIE MELLON UNIVERSITY,,5000 FORBES AVENUE,PITTSBURGH,PA,15213,UNITED STATES OF AMERICA,,4122685231,,N,",",,,POST DOCTORAL ASSOCIATE,17-2041,CHEMICAL ENGINEERS,611310,1,1,0,0,0,0,0,Y,40955,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,47500,0,Year,N,N,,,NA,PITTSBURGH,ALLEGHENY,PA,15213,
3979,CERTIFIED,3/17/2017,3/23/2017,H-1B,9/15/2017,9/14/2018,"ETEAM SOLUTIONS, INC.",,1303 W. WALNUT HILL LANE,IRVING,TX,75038,UNITED STATES OF AMERICA,,8443832600,,Y,"ALLEN, THOMAS",EDISON,NJ,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,62754,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,63000,0,Year,N,N,Y,Y,NA,IRVING,DALLAS,TX,75038,
3980,CERTIFIED,3/6/2017,3/10/2017,H-1B,9/2/2017,9/1/2020,"CA, INC.",CA TECHNOLOGIES,520 MADISON AVE,NEW YORK,NY,10022,UNITED STATES OF AMERICA,,6313423692,,Y,"HECKMAN, KRISTEN",NEW YORK,NY,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541519,1,1,0,0,0,0,0,Y,124675,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,133750,0,Year,N,N,,,NA,SANTA CLARA,SANTA CLARA,CA,95054,
3981,CERTIFIED,3/23/2017,3/29/2017,H-1B,9/21/2017,9/20/2020,"TESLA, INC.",,3500 DEER CREEK ROAD,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,6506815000,,N,",",,,MICROGRID CONTROLS ENGINEER,17-2071,ELECTRICAL ENGINEERS,336111,1,1,0,0,0,0,0,Y,115586,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,,Y,NA,SAN MATEO,SAN MATEO,CA,94402,
3982,CERTIFIED,5/8/2017,5/12/2017,H-1B,5/15/2017,12/31/2018,ADVANSOFT INTERNATIONAL INC,,"135 E ALGONQUIN ROAD, SUITE # B",ARLINGTON HEIGHTS,IL,60005,UNITED STATES OF AMERICA,,8479520000,,N,",",,,SAP SD EDI CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,85862,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,86000,0,Year,Y,N,Y,Y,NA,HOUSTON,HARRIS,TX,77079,
3983,CERTIFIED,3/15/2017,3/21/2017,H-1B,9/13/2017,9/12/2020,"IN A BOX, INC.",,11923 NE. SUMNER ST.,PORTLAND,OR,97220,UNITED STATES OF AMERICA,,5037194041,,Y,"TAKI, YOSHIYUKI",LOS ANGELES,CA,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,423990,1,1,0,0,0,0,0,N,22.14,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,22.14,0,Hour,N,N,,Y,NA,PORTLAND,MULTNOMAH,OR,97220,
3984,CERTIFIED,4/19/2017,4/25/2017,H-1B,4/28/2017,4/27/2020,COLLABORATE SOLUTIONS INC,,415 BOSTON TPKE ROAD,SHREWSBURY,MA,1545,UNITED STATES OF AMERICA,,5088454440,,Y,"ALEMU, SAMUEL",SCHAUMBURG,IL,DOT NET DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,1,0,Y,66269,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,68000,0,Year,Y,N,Y,Y,NA,SHREWSBURY,WORCESTER,MA,1545,
3985,CERTIFIED,2/10/2017,7/24/2017,H-1B,7/1/2017,7/1/2020,"DESERT KIDNEY ASSOCIATES, PLC",,612 W. BASELINE ROAD,MESA,AZ,85210,UNITED STATES OF AMERICA,,4806557140,,Y,"BUS, RACHEL",GOODYEAR,AZ,NEPHROLOGIST,29-1063,"INTERNISTS, GENERAL",621111,1,0,1,0,0,0,0,Y,101608,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,188000,0,Year,N,N,,,NA,PHOENIX,MARICOPA,AZ,85006,2/16/2017
3986,CERTIFIED,8/24/2017,8/30/2017,H-1B,8/31/2017,8/30/2020,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,,,,,,",",,,SENIOR SOLUTION SPECIALIST,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,0,3,0,0,0,0,Y,68598,Year,,OES,2017,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,,,NA,MECHANICSBURG,CUMBERLAND,PA,17050,
3987,CERTIFIED,3/29/2017,4/4/2017,H-1B,8/19/2017,8/18/2020,TATA CONSULTANCY SERVICES LIMITED,,9201 CORPORATE BOULEVARD,ROCKVILLE,MD,20850,UNITED STATES OF AMERICA,,3012319083,,Y,"GOEL, VIC",RESTON,VA,DEVELOPER,15-1131,COMPUTER PROGRAMMERS,541511,1,0,1,0,0,0,0,Y,67891,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,67891,87000,Year,Y,N,Y,,NA,IRVING,DALLAS,TX,75039,
3988,CERTIFIED,11/18/2016,11/25/2016,H-1B,5/13/2017,5/12/2020,"PAYPAL, INC.",,2211 NORTH FIRST STREET,SAN JOSE,CA,95131,UNITED STATES OF AMERICA,,4089678955,,Y,"DESMOND, KATIE",ARLINGTON,VA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522320,30,30,0,0,0,0,0,Y,87306,Year,,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,87306,0,Year,N,N,,,NA,SAN JOSE,SANTA CLARA,CA,95131,
3989,CERTIFIED,2/8/2017,2/14/2017,H-1B,5/15/2017,5/14/2020,MEDCOMPS CORPORATION,,1 WEST OLD STATE CAPITOL PLAZA,SPRINGFIELD,IL,62701,UNITED STATES OF AMERICA,,2177880910,,Y,"REDDY, PRASHANTHI",NEW YORK,NY,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,66206,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,66206,0,Year,Y,N,Y,,NA,SPRINGFIELD,SANGAMON,IL,62715,
3990,CERTIFIED,8/21/2017,8/25/2017,H-1B,12/16/2017,12/15/2020,EMORY HEALTHCARE INC,,1364 CLIFTON ROAD NE,ATLANTA,GA,30322,,,,,,",",,,REGISTERED NURSE,29-1141,REGISTERED NURSES,622110,1,0,1,0,0,0,0,Y,75712,Year,,OES,2017,OFLC ONLINE DATA CENTER,84157,0,Year,N,N,,,NA,ATLANTA,FULTON,GA,30308,
3991,CERTIFIED,1/9/2017,1/13/2017,H-1B,2/14/2017,2/13/2020,UNIVERSITY OF MICHIGAN,,"1500 SAB, INTERNATIONAL CENTER",ANN ARBOR,MI,48109,UNITED STATES OF AMERICA,,7347634081,,N,",",,,RESEARCH LAB SPECIALIST ASSOCIATE,19-4021,BIOLOGICAL TECHNICIANS,611310,1,0,0,1,0,0,0,Y,27290,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,47476,0,Year,N,N,,,NA,ANN ARBOR,WASHTENAW,MI,48109,
3992,CERTIFIED,12/5/2016,12/9/2016,H-1B,12/13/2016,12/13/2019,ACCENTURE LLP,,161 N CLARK ST,CHICAGO,IL,60601,UNITED STATES OF AMERICA,,9133191577,,Y,"NEMETH, NANCY",CHICAGO,IL,SAP MANAGER,21-Nov,COMPUTER AND INFORMATION SYSTEMS MANAGERS,5416,1,0,0,0,0,0,1,Y,136781,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,176200,0,Year,N,N,,,NA,MILWAUKEE,MILWAUKEE,WI,53202,
3993,CERTIFIED,3/15/2017,3/21/2017,H-1B,9/1/2017,8/31/2020,"PERFECTVIPS, INC.",,"2099 GATEWAY PLACE, SUITE 240",SAN JOSE,CA,95110,UNITED STATES OF AMERICA,,4089122316,213,Y,"POPIEL, MARK",BUFFALO,NY,SR. VERIFICATION ENGINEER,17-2061,COMPUTER HARDWARE ENGINEERS,541511,1,1,0,0,0,0,0,Y,101608,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,110000,0,Year,Y,N,Y,Y,NA,SAN JOSE,SANTA CLARA,CA,95110,
3994,CERTIFIED,3/25/2017,3/30/2017,H-1B,9/15/2017,9/14/2020,SLK AMERICA INC.,,525 VINE STREET SUITE 2300,CINCINNATI,OH,45202,UNITED STATES OF AMERICA,,5132830996,,Y,"FLEISCHER, NEIL",CINCINNATI,OH,TECH LEAD,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,2,2,0,0,0,0,0,Y,80288,Year,Level II,Other,2017,OFLC ONLINE DATA CENTER,81702,0,Year,Y,N,Y,Y,NA,LAS VEGAS,CLARK,NV,89113,
3995,CERTIFIED,11/23/2016,11/30/2016,H-1B,5/18/2017,5/17/2020,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,,4040 BOY SCOUT BLVD.,TAMPA,FL,33607,UNITED STATES OF AMERICA,,8133487000,,Y,"SMITH, ADAM",TORONTO,,ADVISORY ASSOCIATE,15-1122,INFORMATION SECURITY ANALYSTS,541611,1,1,0,0,0,0,0,Y,63107,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,79200,0,Year,N,N,,,NA,MINNEAPOLIS,HENNEPIN,MN,55402,
3996,CERTIFIED,8/9/2017,8/15/2017,H-1B,8/10/2017,8/10/2019,INTERFACESYSTEMS INC.,,600 CLEVELAND STREET STE. 204,CLEARWATER,FL,33755,,,,,,",",,,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,1,0,Y,53934,Year,,OES,2017,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,Y,,NA,CLEARWATER,PINELLAS,FL,33755,
3997,CERTIFIED,3/23/2017,3/29/2017,H-1B,3/23/2017,3/23/2020,KFORCE INC.,,1001 EAST PALM AVENUE,TAMPA,FL,33605,UNITED STATES OF AMERICA,,8135525000,,Y,"WHITE, ROBERT",SCHAUMBURG,IL,SYSTEMS ADMINISTRATOR,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,5416,10,2,2,2,2,1,1,Y,25.05,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,26,50,Hour,N,N,,,NA,CHARLOTTE,MECKLENBURG,NC,28020,
3998,CERTIFIED,1/30/2017,2/3/2017,H-1B,2/6/2017,9/4/2019,AMERICAN MEDICAL INC,,260 MIDDLE COUNTRY ROAD,SELDEN,NY,11784,UNITED STATES OF AMERICA,,6317321600,,Y,"GUERRERO, RIO",NEW YORK,NY,PHYSICAL THERAPIST,29-1123,PHYSICAL THERAPISTS,621340,1,0,0,1,0,0,0,Y,29.52,Hour,Level I,Other,2017,OFLC ONLINE DATA CENTER,29.52,0,Hour,N,N,,Y,NA,SELDEN,SUFFOLK,NY,11784,
3999,CERTIFIED,3/27/2017,5/10/2017,H-1B,9/18/2017,9/17/2020,SYSTEM SOFT TECHNOLOGIES LLC,,3000 BAYPORT DRIVE,TAMPA,FL,33607,UNITED STATES OF AMERICA,,7277230801,,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,1,0,0,0,Y,79331,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,80000,90000,Year,Y,N,Y,,NA,CHARLOTTE,MECKLENBURG,NC,28277,3/31/2017
4000,CERTIFIED,5/19/2017,5/25/2017,H-1B,9/15/2017,9/15/2020,DOF SUBSEA INC.,,"5365 W SAM HOUSTON PARKWAY N, SUITE 400",HOUSTON,TX,77041,UNITED STATES OF AMERICA,,7138962500,,Y,"BALLERINI, BEATRIZ",HOUSTON,TX,OFFSHORE SURVEYOR,19-2042,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",541330,1,0,1,0,0,0,0,Y,71947,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,95390.8,0,Year,N,N,,,NA,HOUSTON,HARRIS,TX,77041,
4001,CERTIFIED,12/8/2016,12/14/2016,H-1B,1/1/2017,1/1/2020,ELLIOTT MANAGEMENT CORPORATION,,40 WEST 57TH STREET,NEW YORK,NY,10019,UNITED STATES OF AMERICA,,2124782272,,Y,"SCHWARZ, DAN",NEW YORK,NY,"TRADER, INTEREST RATES AND FIXED INCOME",41-3031,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES",52311,1,0,0,0,0,1,0,Y,109533,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,160000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10019,
4002,CERTIFIED,11/30/2016,12/6/2016,H-1B,1/3/2017,1/2/2020,GRAHAM HOLDINGS COMPANY,,1300 NORTH 17TH STREET,ARLINGTON,VA,22209,UNITED STATES OF AMERICA,,7033456422,,Y,"ROSENBLUM, LILAH",WASHINGTON,DC,"ASSOCIATE AUDITOR, CORPORATE AUDIT SERVICES",13-2011,ACCOUNTANTS AND AUDITORS,551112,1,0,0,0,0,1,0,Y,73507,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,74000,90000,Year,N,N,,,NA,ARLINGTON,ARLINGTON,VA,22209,
4003,CERTIFIED,10/24/2016,10/28/2016,H-1B,10/24/2016,10/23/2019,AMPLE IT SERVICES LLC,,5605 N MACARTHUR BLVD,IRVING,TX,75038,UNITED STATES OF AMERICA,,9013516820,,N,",",,,SENIOR WEB DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,68827,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,96000,0,Year,Y,N,Y,Y,NA,MCKINNEY,COLLIN,TX,75070,
4004,CERTIFIED,3/20/2017,3/24/2017,H-1B,9/15/2017,9/14/2020,NEUTRONIT INC,,6565 N MACARTHUR BLVD,IRVING,TX,75039,UNITED STATES OF AMERICA,,4696081455,,N,",",,,PROGRAMMER ANALYST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541611,1,1,0,0,0,0,0,Y,68827,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,69000,0,Year,N,N,,,NA,IRVING,DALLAS,TX,75039,
4005,CERTIFIED,3/21/2017,3/28/2017,H-1B,5/1/2017,4/30/2020,BAYLOR COLLEGE OF MEDICINE,,ONE BAYLOR PLAZA,HOUSTON,TX,77030,UNITED STATES OF AMERICA,,7137984604,,N,",",,,POSTDOCTORAL ASSOCIATE/FELLOW,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,1,0,0,0,0,0,Y,40602,Year,Level I,OES,2017,,54000,0,Year,N,N,,Y,NA,HOUSTON,HARRIS,TX,77030,
4006,CERTIFIED,3/30/2017,4/5/2017,H-1B,9/26/2017,9/25/2020,"ITENTIAL, LLC",,1350 SPRING STREET,ATLANTA,GA,30309,UNITED STATES OF AMERICA,,6782966866,,Y,"KNOX, BRANDI",ATLANTA,GA,JUNIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",511210,1,1,0,0,0,0,0,Y,58510,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,58510,70000,Year,N,N,,Y,NA,ATLANTA,FULTON,GA,30309,
