Ob,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
1518,8/11/2017,8/17/2017,H-1B,8/17/2017,8/16/2020,SYNAPSIS INC,,400 CHATHAM DR  SUITE 100,SPRINGFIELD,IL,62704,,,,NA,,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,0,1,0,0,0,Y,88026,Year,,Other,2017,OFLC ONLINE DATA CENTER,88026,0,Year,Y,N,Y,Y,NA,REDWOOD CITY,SAN MATEO COUNTY,CA,94063,
1519,3/11/2016,11/3/2016,H-1B,6/1/2016,11/16/2016,UNIVERSITY OF WYOMING,,1000 E. UNIVERSITY AVENUE,LARAMIE,WY,82071,UNITED STATES OF AMERICA,,3077663638,NA,N,",",,,SENIOR RESEARCH SCIENTIST,25-1042,"BIOLOGICAL SCIENCE TEACHERS, POSTSECONDARY",611310,1,1,0,0,0,0,0,Y,53930,Year,Level I,OES,2015,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,,,NA,LARAMIE,ALBANY,WY,82071,3/17/2016
1520,3/14/2017,3/20/2017,H-1B,9/12/2017,9/30/2019,CEREBRAL TECHNOLOGIES INC,,300 DECKER DRIVE,IRVING,TX,75062,UNITED STATES OF AMERICA,,2142084045,NA,Y,"KRISHNA, AKHILESH",RICHMOND HILL,NY,PEGA DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,1,0,0,0,0,0,Y,68827,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,72000,0,Year,Y,N,N,Y,NA,IRVING,DALLAS,TX,75062,
1521,2/1/2017,2/7/2017,H-1B,8/1/2017,7/29/2020,INFOSYS LIMITED,,6100 TENNYSON PARKWAY,PLANO,TX,75024,UNITED STATES OF AMERICA,,4694672608,NA,N,",",,,TECHNOLOGY LEAD - US,15-1121,COMPUTER SYSTEMS ANALYST,541511,1,0,0,1,0,0,0,Y,62379,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,72305,0,Year,Y,N,Y,,NA,TAMPA,HILLSBOROUGH,FL,33607,
1522,3/17/2017,3/23/2017,H-1B,9/7/2017,9/6/2020,"KC SYNERGY SOLUTONS, INC",,"6565 N MACARTHUR BLVD, #225",IRVING,TX,75039,UNITED STATES OF AMERICA,,8138381177,NA,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,41.2,Hour,Level II,OES,2017,OFLC ONLINE DATA CENTER,41.25,0,Hour,Y,N,Y,Y,NA,IRVING,DALLAS,TX,75039,
1523,9/5/2017,9/11/2017,H-1B,9/16/2017,9/13/2020,INFOSYS LIMITED,,6100 TENNYSON PARKWAY,PLANO,TX,75024,,,,NA,,",",,,TECHNOLOGY LEAD - US - PROFESSIONAL,15-1121,COMPUTER SYSTEMS ANALYST,541511,1,0,0,1,0,0,0,Y,96720,Year,,OES,2017,OFLC ONLINE DATA CENTER,96720,0,Year,Y,N,Y,,NA,SUNNYVALE,SANTA CLARA,CA,94085,
1524,5/19/2017,5/25/2017,H-1B,5/19/2017,5/18/2020,"HEXAWARE TECHNOLOGIES, INC.",,101 WOOD AVENUE SOUTH,ISELIN,NJ,8830,UNITED STATES OF AMERICA,,6094096950,NA,Y,"MORTON, MICHAEL",TROY,MI,SENIOR TECHNICAL ARCHITECT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,90646,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,119775,0,Year,Y,N,Y,,NA,MCLEAN,FAIRFAX,VA,22102,
1525,10/3/2016,10/7/2016,H-1B,1/15/2017,1/14/2020,"WESTERN UNION, LLC",,12510 E BELFORD AVE,ENGLEWOOD,CO,80112,UNITED STATES OF AMERICA,,7203320284,NA,Y,"COMBS, JOHN",DENVER,CO,"MANAGER, PRODUCT",15-1121,COMPUTER SYSTEMS ANALYSTS,522320,1,0,1,0,0,0,0,Y,115211,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,131600,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94107,
1526,3/21/2016,9/1/2017,H-1B,9/20/2016,9/19/2019,PEGAFRAME INFOTECH INC,,"500 COLLEGE ROAD EAST, SUITE 205",PRINCETON,NJ,8540,,,,NA,,",",,,COMPUTER SPECIALIST,15-1131,COMPUTER PROGRAMMERS,541511,1,1,0,0,0,0,0,Y,63690,Year,,OES,2015,OFLC ONLINE DATA CENTER,63690,0,Year,N,N,,Y,NA,GRAND PRAIRIE,DALLAS,TX,75050,3/25/2016
1527,10/13/2016,10/19/2016,H-1B,12/1/2016,8/31/2019,NUCOR CORPORATION,NUCOR STEEL UTAH,7285 WEST 21200,NORTH PLYMOUTH,UT,84330,UNITED STATES OF AMERICA,,4354582300,NA,Y,"PEREZ, CHAKO",HOUSTON,TX,PROCESS ENGINEER,17-2112,INDUSTRIAL ENGINEERS,331111,1,0,0,0,0,1,0,Y,66976,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,67000,0,Year,N,N,,,NA,NORTH PLYMOUTH,BOX ELDER COUNTY,UT,84330,
1528,3/25/2017,3/30/2017,H-1B,9/23/2017,9/22/2020,"AGAP TECHNOLOGIES, INC.",,1125 EXECUTIVE CIRCLE,IRVING,TX,75038,UNITED STATES OF AMERICA,,2037069887,NA,N,",",,,SOFTWARE PROGRAMMER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,68827,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,68827,0,Year,Y,N,Y,Y,NA,IRVING,DALLAS,TX,75038,
1529,9/11/2017,9/15/2017,H-1B,9/25/2017,9/25/2020,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,48084,,,,NA,,",",,,SR. SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",561320,1,1,0,0,0,0,0,Y,64.72,Hour,,OES,2017,OFLC ONLINE DATA CENTER,65,0,Hour,N,N,,Y,NA,SEATTLE,KING,WA,98134,
1530,4/17/2017,4/21/2017,H-1B,4/25/2017,4/24/2020,NIIT TECHNOLOGIES LIMITED,,1050 CROWN POINTE PARKWAY,ATLANTA,GA,30338,UNITED STATES OF AMERICA,,7702906049,NA,Y,"SIMMONS, TERI",ATLANTA,GA,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,0,0,0,0,0,1,Y,55141,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,65000,0,Year,Y,N,Y,,NA,COLUMBUS,MUSCOGEE,GA,31907,
1531,3/2/2017,3/8/2017,H-1B,9/1/2017,9/1/2020,"THE SINGER GROUP, INC.",,1951 OLD CUTHBERT ROAD,CHERRY HILL,NJ,8034,UNITED STATES OF AMERICA,,8564897380,NA,Y,"GUPTA, S.K.",ISELIN,NJ,GRAPHIC DESIGNER,27-1024,GRAPHIC DESIGNERS,541430,1,1,0,0,0,0,0,Y,34299,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,45000,0,Year,N,N,,Y,NA,CHERRY HILL,CAMDEN,NJ,8034,
1532,3/2/2017,3/8/2017,H-1B,9/1/2017,9/1/2020,CALLISONRTKL ARCHITECTS P.C.,CALLISONRTKL,"148 LAFAYETTE ST, 11TH FLOOR",NEW YORK,NY,10013,UNITED STATES OF AMERICA,,2123549240,NA,Y,"KIM, JEAN",LOS ANGELES,CA,INTERIOR DESIGNER,27-1025,INTERIOR DESIGNERS,541310,1,1,0,0,0,0,0,Y,39957,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,49940.8,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10013,
1533,5/11/2017,5/17/2017,H-1B,11/10/2017,11/9/2020,"CITRIX SYSTEMS, INC.","CITRIX SYSTEMS, INC.",851 WEST CYPRESS CREEK ROAD,FT. LAUDERDALE,FL,33309,UNITED STATES OF AMERICA,,9542673000,NA,Y,"BROOKS, SAMANTHA",ATLANTA,GA,STAFF SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,147222,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,160000,170000,Year,N,N,,,NA,SANTA CLARA,SANTA CLARA,CA,95054,
1534,4/5/2017,4/24/2017,H-1B,4/10/2017,4/9/2020,VCARVE INC,,1832 CAPITAL CIRCLE NE,TALLAHASSEE,FL,32308,UNITED STATES OF AMERICA,,8502058278,NA,N,",",,,SENIOR GUIDE,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,64418,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,Y,,NA,HASTINGS,BARRY,MI,49058,4/11/2017
1535,11/21/2016,11/28/2016,H-1B,11/23/2016,11/22/2019,"ADS ALLIANCE DATA SYSTEMS, INC.",,100 MONTGOMERY ST.,SAN FRANCISCO,CA,94104,UNITED STATES OF AMERICA,,4153676876,NA,Y,"DUONG, DAVID",ADDISON,TX,SENIOR SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541910,1,0,0,0,0,1,0,Y,119400,Year,,Other,2016,WILLIS TOWERS WATSON 2016 CSR GENERAL INDUSTY PROFESSIONAL (TECHNICAL & OPERAT,132000,0,Year,N,N,,,NA,WESTLAKE,LOS ANGELES,CA,91361,
1536,3/23/2017,3/29/2017,H-1B,9/19/2017,9/18/2020,PROFESSIONAL VISION TECHNOLOGIES INC,,42180 FORD ROAD,CANTON,MI,48187,UNITED STATES OF AMERICA,,7343295372,NA,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,61963,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,61963,0,Year,Y,N,Y,Y,NA,CANTON,WAYNE,MI,48187,
1537,2/28/2017,3/6/2017,H-1B,8/22/2017,8/22/2020,"BAIN & COMPANY, INC.",,131 DARTMOUTH STREET,BOSTON,MA,2116,UNITED STATES OF AMERICA,,6175722319,NA,Y,"IANNELLA, DAVID",BOSTON,MA,CONSULTANT,13-1111,MANAGEMENT ANALYSTS,541611,1,1,0,0,0,0,0,Y,94682,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,152000,0,Year,N,N,,,NA,CHICAGO,COOK,IL,60603,
1538,5/16/2017,5/22/2017,H-1B,6/19/2017,6/19/2020,"HELLMUTH OBATA + KASSABAUM, INC.",,"ONE BUSH STREET, SUITE 200",SAN FRANCISCO,CA,94104,UNITED STATES OF AMERICA,,4152430555,NA,Y,"KIM, JEAN",LOS ANGELES,CA,ARCHITECTURAL DESIGNER,17-1011,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",541310,1,0,0,0,0,0,1,Y,43100,Year,,Other,2015,AIA COMPENSATION REPORT,46000,0,Year,N,N,,,NA,SEATTLE,KING,WA,98101,
1539,1/31/2017,2/6/2017,H-1B,8/2/2017,8/1/2020,"VMWARE, INC.",,3401 HILLVIEW AVE,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,5128133194,NA,Y,"MARONEY, JACQUELYN",AUSTIN,TX,APPLICATIONS SUPPORT ENGINEER,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,65665,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,75000,0,Year,N,N,,,NA,ATLANTA,FULTON,GA,30338,
1540,2/28/2017,3/6/2017,E-3 Australian,3/13/2017,3/12/2019,CELGENE CORPORATION,,86 MORRIS AVENUE,SUMMIT,NJ,7901,UNITED STATES OF AMERICA,,9086739611,NA,Y,"OYE, RONALD",SAN FRANCISCO,CA,"MANAGER, GLOBAL MARKET INSIGHTS",21-Nov,MARKETING MANAGERS,325412,1,0,0,1,0,0,0,Y,103854,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,123000,0,Year,,,,,NA,SUMMIT,UNION,NJ,7901,
1541,3/6/2017,3/10/2017,H-1B,9/2/2017,9/1/2020,PIONEER CONSULTING SERVICES LLC,,1200 VALLEY WEST DRIVE,WEST DES MOINES,IA,50266,UNITED STATES OF AMERICA,,5153092990,NA,N,",",,,QA TESTER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,1,0,0,0,0,0,Y,67621,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,72000,0,Year,Y,N,Y,,NA,TOPEKA,SHAWNEE,KS,66629,
1542,3/31/2017,4/6/2017,H-1B,4/7/2017,4/7/2020,"ARM, INC.",,5707 SOUTHWEST PARKWAY,AUSTIN,TX,78735,UNITED STATES OF AMERICA,,4085761500,NA,Y,"ROSOKLIJA, GORJAN",CHICAGO,IL,DEVELOPER ENABLEMENT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",335999,1,0,0,0,0,1,0,Y,95846,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,108000,0,Year,N,N,,Y,NA,AUSTIN,TRAVIS,TX,78735,
1543,6/28/2017,7/5/2017,H-1B,6/28/2017,6/28/2020,GENPACT LLC,,51 JFK PARKWAY,SHORT HILLS,NJ,7078,,,,NA,,",",,,PROJECT MANAGER,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,1,0,Y,73382,Year,,OES,2016,OFLC ONLINE DATA CENTER,86950,0,Year,N,N,,Y,NA,WAUKESHA,WAUKESHA,WI,53188,
1544,5/3/2016,3/27/2017,H-1B,9/9/2016,9/8/2019,ORBITZ WORLDWIDE LLC,,500 W. MADISON STREET,CHICAGO,IL,60661,UNITED STATES OF AMERICA,,4256797200,NA,Y,"GONZALES, MARGRET ANN",SAN FRANCISCO,CA,SENIOR SOFTWARE DEVELOPMENT ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",5191,1,0,1,0,0,0,0,Y,82450,Year,,Other,2015,DIETRICH 2015 FALL ENGINEERING SALARY SURVEY,86760,145000,Year,N,N,,,NA,CHICAGO,COOK,IL,60661,5/5/2016
1545,2/3/2017,2/9/2017,H-1B,7/30/2017,7/29/2020,"COTT BEVERAGES, INC.",,5519 WEST IDLEWILD AVENUE,TAMPA,FL,33634,UNITED STATES OF AMERICA,,8133131815,NA,Y,"RIZZO, DANIELLE",BUFFALO,NY,VICE PRESIDENT OF SUPPLY CHAIN FINANCE NORTH AMERICA,13-2011,ACCOUNTANTS AND AUDITORS,312111,1,1,0,0,0,0,0,Y,69971,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,2.00E+05,0,Year,N,N,,Y,NA,TAMPA,HILLSBOROUGH,FL,33634,
1546,3/6/2017,3/10/2017,H-1B,9/2/2017,9/2/2020,GOKEN AMERICA LLC,,5100 PARKCENTER AVENUE,DUBLIN,OH,43017,UNITED STATES OF AMERICA,,6144958100,NA,Y,"COOK, DAVID",COLUMBUS,OH,TEST ENGINEER,17-2141,MECHANICAL ENGINEERS,541330,10,10,0,0,0,0,0,Y,28.33,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,28.33,36.5,Hour,Y,N,Y,Y,NA,DUBLIN,FRANKLIN,OH,43017,
1547,9/30/2016,10/6/2016,H-1B,10/10/2016,10/10/2019,"ITECH US, INC.",,20 KIMBALL AVE,SOUTH BURLINGTON,VT,5403,UNITED STATES OF AMERICA,,8023831500,123,N,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,0,0,0,0,1,Y,86923,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,94250,0,Year,Y,N,Y,,NA,PHILADELPHIA,PHILADELPHIA,PA,19103,
1548,9/7/2017,9/13/2017,H-1B,9/11/2017,9/10/2020,"AUTODESK, INC.",,111 MCINNIS PARKWAY,SAN RAFAEL,CA,94903,,,,NA,,",",,,SENIOR SOFTWARE ENGINEER IN TEST,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,1,0,0,0,0,0,Y,129834,Year,,OES,2017,OFLC ONLINE DATA CENTER,129834,168400,Year,N,N,,,NA,SAN RAFAEL,MARIN,CA,94903,
1549,2/8/2017,2/14/2017,H-1B,8/8/2017,8/7/2020,"APEX INDUSTRIAL TECHNOLOGIES, LLC",APEX SUPPLY CHAIN TECHNOLOGIES,4393 DIGITAL WAY,MASON,OH,45040,UNITED STATES OF AMERICA,,5139728117,NA,Y,"SENANAYAKE, DAKSHINI",HOUSTON,TX,FIRMWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",333311,1,1,0,0,0,0,0,Y,62941,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,73000,0,Year,N,N,,,NA,MASON,WARREN,OH,45040,
1550,3/13/2017,3/17/2017,H-1B,9/12/2017,9/11/2020,FNS INC,,1545 FRANCISCO ST,TORRANCE,CA,90501,UNITED STATES OF AMERICA,,6616152430,NA,Y,"MOON, SANGIL",RAPID CITY,SD,LOGISTICS MANAGER,Nov-71,"TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS",488510,1,1,0,0,0,0,0,Y,77896,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,1.00E+05,0,Year,N,N,,Y,NA,TORRANCE,LOS ANGELES,CA,90501,
1551,3/21/2017,3/27/2017,H-1B,9/20/2017,9/19/2020,IT AMERICA INC,,100 METROPLEX DRIVE,EDISON,NJ,8817,UNITED STATES OF AMERICA,,7326723529,NA,N,",",,,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,1,0,0,0,0,0,Y,53206,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,62000,0,Year,Y,N,Y,,NA,AUSTIN,TRAVIS,TX,78746,
1552,7/21/2017,7/27/2017,H-1B,8/1/2017,7/31/2020,"GLE SCRAP METAL-FLORIDA, INC.",,295 LYMAN ROAD,CASSELBERRY,FL,32707,,,,NA,,",",,,DIRECTOR OF INTERNATIONAL MARKETING,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,423930,1,0,0,0,0,1,0,Y,76960,Year,,Other,2017,OFLC ONLINE DATA CENTER,1.00E+05,0,Year,N,N,,Y,NA,CASSELBERRY,SEMINOLE,FL,32707,
1553,8/10/2016,10/18/2016,H-1B,8/22/2016,8/22/2019,"THEME SOFT, INC.",,13601 PRESTON ROAD,DALLAS,TX,75240,UNITED STATES OF AMERICA,,9724748787,NA,Y,"CAPARAS, AURELIO",NEW YORK,NY,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,0,0,0,0,1,0,Y,30.17,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,31,61,Hour,Y,N,Y,,NA,DALLAS,DALLAS,TX,75235,8/16/2016
1554,6/16/2015,12/19/2016,H-1B,7/1/2015,6/30/2018,"INTELLECT BUSINESS SOLUTIONS, LLC",,1320 GREENWAY DR,IRVING,TX,75038,UNITED STATES OF AMERICA,,9725508300,310,N,",",,,SOFTWARE DEVLOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,1,0,0,0,0,Y,65229,Year,Level I,Other,2014,OFLC ONLINE DATA CENTER,66000,90000,Year,Y,N,Y,Y,NA,AUSTIN,TRAVIS,TX,78754,6/22/2015
1555,3/2/2017,3/8/2017,H-1B,3/12/2017,3/9/2020,INFOSYS LIMITED,,6100 TENNYSON PARKWAY,PLANO,TX,75024,UNITED STATES OF AMERICA,,4694672608,NA,N,",",,,TECHNOLOGY LEAD - US - PROFESSIONAL,15-1121,COMPUTER SYSTEMS ANALYST,541511,1,0,0,0,0,0,1,Y,94619,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,94619,0,Year,Y,N,Y,,NA,SAN JOSE,SANTA CLARA,CA,95134,
1556,3/10/2017,3/16/2017,H-1B,9/9/2017,9/8/2020,"TRANSACTION NETWORK SERVICES, INC.",,10740 PARKRIDGE BOULEVARD,RESTON,VA,20191,UNITED STATES OF AMERICA,,7034538300,NA,Y,"REINHORN, AMY",SAN FRANCISCO,CA,SOFTWARE ENGINEER IV,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",517919,1,1,0,0,0,0,0,Y,110490,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,110490,130000,Year,N,N,,,NA,RESTON,FAIRFAX,VA,20191,
1557,10/20/2016,10/26/2016,H-1B,3/5/2017,3/4/2020,INTEL CORPORATION,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4807154205,NA,Y,"SHERIDAN REGUERIN, SANDRA",SANTA CLARA,CA,PRODUCT ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",3344,5,5,0,0,0,0,0,Y,95867,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,95867,166380,Year,N,N,,,NA,HILLSBORO,WASHINGTON,OR,97124,
1558,10/26/2016,11/1/2016,H-1B,10/26/2016,10/25/2019,WIPRO LIMITED,,2 TOWER CENTER BLVD,EAST BRUNSWICK,NJ,8816,UNITED STATES OF AMERICA,,7325091586,NA,N,",",,,CONSULTANT,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,4,0,1,1,0,1,1,Y,74173,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,74173,0,Year,Y,N,Y,N,NA,ROLLING MDWS,COOK,IL,60008,
1559,6/19/2017,6/24/2017,H-1B,6/23/2017,6/23/2020,ERNST & YOUNG U.S. LLP,,200 PLAZA DRIVE,SECAUCUS,NJ,7094,UNITED STATES OF AMERICA,,2018723003,NA,Y,"O'NEILL, DEVIN",TORONTO,,ADVISORY MANAGER,13-1111,MANAGEMENT ANALYSTS,541211,1,0,1,0,0,0,0,Y,78400,Year,,Other,2016,TOWERS WATSON:  2016 PROFESSIONAL (ADMINISTRATIVE AND SALES) COMPENSATION SURV,108500,0,Year,N,N,,,NA,PHILADELPHIA,PHILADELPHIA,PA,19103,
1560,4/11/2017,4/17/2017,H-1B,4/24/2017,12/30/2019,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541504,NA,N,",",,,SENIOR APPLICATION CONSULTANT,15-1131,COMPUTER PROGRAMMERS,54151,1,0,0,0,0,0,1,Y,68557,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,81837,0,Year,N,N,,,NA,EAGAN,DAKOTA,MN,55121,
1561,9/28/2016,10/4/2016,H-1B,10/3/2016,10/3/2019,"INTELLIGENT MEDICAL OBJECTS, INC.",IMO,60 REVERE DRIVE,NORTHBROOK,IL,60062,UNITED STATES OF AMERICA,,8476136620,NA,Y,"LEJA, BEATA",CHICAGO,IL,DATABASE DEVELOPER,15-1141,DATABASE ADMINISTRATORS,511210,1,0,0,0,0,1,0,Y,69368,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,72100,0,Year,N,N,,,NA,NORHBROOK,COOK,IL,60062,
1562,4/26/2017,5/2/2017,H-1B,4/26/2017,4/25/2020,"TECH MAHINDRA (AMERICAS),INC.",,4965 PRESTON PARK BOULEVARD,PLANO,TX,75093,UNITED STATES OF AMERICA,,9729912900,NA,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,0,0,0,0,1,Y,73091,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,77563,0,Year,Y,N,Y,Y,NA,SAN JOSE,SANTA CLARA,CA,95134,
1563,1/10/2017,1/17/2017,H-1B,7/12/2017,6/30/2019,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541582,NA,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,54151,1,1,0,0,0,0,0,Y,60778,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,71319,78158,Year,N,N,,,NA,OLYMPIA,THURSTON,WA,98504,
1564,8/23/2017,8/29/2017,H-1B,9/11/2017,9/10/2020,AMAZON CORPORATE LLC,,2021 7TH AVENUE,SEATTLE,WA,98121,,,,NA,,",",,,SENIOR PRODUCT MANAGER,21-Nov,MARKETING MANAGERS,454111,1,0,0,0,0,0,1,Y,111638,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,130000,160000,Year,N,N,,Y,NA,SEATTLE,KING,WA,98109,
1565,3/11/2017,3/16/2017,H-1B,9/10/2017,9/9/2020,TREMOR VIDEO INC,,1501 BROADWAY,NEW YORK,NY,10036,UNITED STATES OF AMERICA,,6467235300,NA,Y,"HABERMAN, AMY",NEW YORK CITY,NY,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541810,1,1,0,0,0,0,0,Y,131997,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,131997,150000,Year,N,N,,,NA,NEW YORK CITY,NEW YORK,NY,10036,
1566,9/13/2017,9/19/2017,H-1B,9/13/2017,9/11/2020,TATA CONSULTANCY SERVICES LIMITED,,9201 CORPORATE BOULEVARD,ROCKVILLE,MD,20850,,,,NA,,",",,,DEVELOPER USER INTERFACE,15-1134,WEB DEVELOPERS,541511,1,0,0,0,0,0,1,Y,49795,Year,,OES,2017,OFLC ONLINE DATA CENTER,60700,88200,Year,Y,N,Y,,NA,SAN ANTONIO,BEXAR,TX,78288,
1567,2/21/2017,2/27/2017,H-1B,8/7/2017,8/6/2020,CAPITAL ONE SERVICES II LLC,,15000 CAPITAL ONE DRIVE,RICHMOND,VA,23238,UNITED STATES OF AMERICA,,8042841000,NA,Y,"EISENSTADT, MICHAEL",ATLANTA,GA,"SENIOR ASSOCIATE, QUANTITATIVE ANALYSIS",15-2041,STATISTICIANS,522110,1,1,0,0,0,0,0,Y,70845,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,91700,117900,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10171,
